"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_properties_city","features_properties_date","features_properties_description","features_properties_source","features_properties_source_href_0","features_properties_source_href_1","features_properties_source_href_2","features_properties_source_href_3","features_properties_state","features_properties_title","features_type"
"13.4365367504","52.5973397865","Point","Pankow, Berlin","01.08.2016","Aus der Antwort des Berliner Abgeordnetenhauses auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass ein Unbekannter telefonisch androhte, eine Bombe in einer Gemeinschaftsunterkunft für Asylsuchende zu platzieren. Die zuständige Polizeidirektion ordnet diese Straftat als “politisch motivierte Kriminalität – rechts” ein. Allerdings veröffentlichte die Polizei keine Pressemitteilung zu dem Vorfall.","Berliner Abgeordnetenhaus","http://www.linksfraktion-berlin.de/uploads/media/S17-17661.pdf","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"9.14823056527","51.4885655564","Point","Warburg","04.02.2016","Unbekannte haben in der Nacht einen Brandanschlag auf eine bewohnte Asylunterkunft verübt. Verletzt wurde niemand.","Polizei Bielefeld","http://www.presseportal.de/blaulicht/pm/12522/3244470","","","","Nordrhein-Westfalen","Brandanschlag","Feature"
"13.3889175634","52.5171331996","Point","Berlin","04.02.2016","Ein Geflüchteter aus Pakistan und seine Begleiter wurden in einer S-Bahn von einem Mann angepöbelt und rassistisch beleidigt. Er unterstellte den beiden, dass sie die Stühle, die sie bei sich hatten, gestohlen hätten und trat nach ihnen. Augenzeugen schritten ein.","Augenzeugenvideo auf Facebook","https://www.facebook.com/sajidali.khan.7509/videos/685781171564665/","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"10.4674679913","48.2838466746","Point","Thannhausen","04.02.2016","Eine Gruppe zum Fasching verkleideter Menschen zog an einer Asylunterkunft vorbei und rief dabei lautstark rechte Parolen.","Polizei Bayern","https://www.polizei.bayern.de/schwaben_sw/news/presse/aktuell/index.html/235876","","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"10.4882041488","48.0478643207","Point","Mindelheim","04.02.2016","Nach einer Faschingsparty kam es laut Polizei ""zu einer Streitigkeit zwischen einem 21-jährigen Flüchtling und mehreren Partybesuchern. Hierbei verpasste ein bislang unbekannter Täter dem Flüchtling einen Faustschlag ins Gesicht.""","Polizei Bayern","https://www.polizei.bayern.de/schwaben_sw/news/presse/aktuell/index.html/235507","","","","Bayern","Tätlicher Übergriff/Körperverletzung","Feature"
"12.4399884901","51.0884184931","Point","Regis-Breitingen","04.02.2016","Drei Männer haben einen Asylsuchenden aus Afghanistan angegriffen, der am Nachmittag an einem See joggte. Die Angreifer attackierten den Mann mit einem Messer und traten ihm in den Bauch. Laut Polizei erlitt der Mann eine Schnittwunde am Arm und hatte Schmerzen im Bauchbereich, konnte jedoch nach einer ambulanten Behandlung das Krankenhaus wieder verlassen.","Leipziger Volkszeitung","http://www.lvz.de/Mitteldeutschland/Polizeiticker-Mitteldeutschland/Angriff-mit-Messer-auf-Asylbewerber-in-Regis-Breitingen?utm_content=buffer2faee&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer","","","","Sachsen","Tätlicher Übergriff/Körperverletzung","Feature"
"8.56940255009","50.2062561908","Point","Oberursel","03.02.2016","Ein 28-jähriger Asylsuchender war mit dem Fahrrad unterwegs, als zwei Autos neben ihm hielten. Sieben bis acht Personen stiegen aus und attackierten den Mann mit Fäusten und einem Schlagstock. Dann entrissen sie ihm seinen Rucksack und flüchteten.","Polizeipräsidium Westhessen","http://www.presseportal.de/blaulicht/pm/50152/3243491","","","","Hessen","Tätlicher Übergriff/Körperverletzung","Feature"
"6.84906068796","51.5149641549","Point","Oberhausen","02.02.2016","Unbekannte haben am Morgen Feuer an einer geplanten Asylunterkunft gelegt. Offenbar hatte es nahe des Gebäudes eine Verpuffung gegeben. Verletzt wurde niemand, die Feuerwehr konnte den Brand schnell löschen. ""Wir gehen davon aus, dass jemand gezielt ein Feuer gelegt hat"", so ein Sprecher der Polizei. Die Feuerwehr fand auf einem brennenden Stapel Paletten auch Gasflaschen. Vermutlich planten der oder die Täter, eine Explosion herbeizuführen.","RuhrNachrichten, WAZ","http://www.ruhrnachrichten.de/nachrichten/vermischtes/aktuelles_berichte/Fremdenfeindliches-Motiv-moeglich-Unbekannte-legen-Feuer-an-geplanter-Fluechtlingsunterkunft;art29854,2936427","http://www.derwesten.de/wr/staedte/oberhausen/brandanschlag-auf-geplantes-fluechtlingsheim-in-oberhausen-id11519410.html","","","Nordrhein-Westfalen","Brandanschlag","Feature"
"14.0043616347","51.5187430768","Point","Senftenberg","02.02.2016","Unbekannte haben die Zufahrt zu einer geplanten Asylunterkunft mit einem Wall aus Erde und Baumstämmen blockiert. An dem zwei Meter hohen Wall war ein Transparent mit der Aufschrift „Nein zum Heim“ angebracht.","Focus","http://www.focus.de/regional/brandenburg/migration-zufahrt-zu-geplantem-fluechtlingsheim-mit-erdwall-blockiert_id_5256773.html","","","","Brandenburg","Sonstige Angriffe auf Unterkünfte","Feature"
"11.7523278708","52.7892350616","Point","Osterburg","02.02.2016","Gegen 18 Uhr rief eine Gruppe Jugendlicher vor der örtlichen Jugendfreizeiteinrichtung rassistische Parolen. Als zwei aus Syrien geflüchtete Jugendliche im Alter von 13 und 14 Jahren daraufhin aus dem Gebäude kamen, wurden sie auf dem Hof zu Boden gestoßen. Danach flüchteten die beiden zurück in das Freizeitzentrum. Später verfolgte eine größere Gruppe syrischer Jugendlicher die Angreifer. Erneut kam es zu einer Schlägerei. Laut Polizei wurde ein syrischer Jugendlicher leicht verletzt.","Volksstimme","http://www.volksstimme.de/lokal/stendal/20160203/koerperverletzung-schlaegerei-zwischen-deutschen-und-syrern","","","","Sachsen-Anhalt","Tätlicher Übergriff/Körperverletzung","Feature"
"6.84853520119","51.513805903","Point","Oberhausen","02.02.2016","Unbekannte haben am Morgen Feuer an einer geplanten Asylunterkunft gelegt. Offenbar hatte es nahe des Gebäudes eine Verpuffung gegeben. Verletzt wurde niemand, die Feuerwehr konnte den Brand schnell löschen. ""Wir gehen davon aus, dass jemand gezielt ein Feuer gelegt hat"", so ein Sprecher der Polizei. Die Feuerwehr fand auf einem brennenden Stapel Paletten auch Gasflaschen. Vermutlich planten der oder die Täter, eine Explosion herbeizuführen.","RuhrNachrichten, WAZ","http://www.ruhrnachrichten.de/nachrichten/vermischtes/aktuelles_berichte/Fremdenfeindliches-Motiv-moeglich-Unbekannte-legen-Feuer-an-geplanter-Fluechtlingsunterkunft;art29854,2936427","http://www.derwesten.de/wr/staedte/oberhausen/brandanschlag-auf-geplantes-fluechtlingsheim-in-oberhausen-id11519410.html","","","Nordrhein-Westfalen","Brandanschlag","Feature"
"13.2926047706","54.3557574764","Point","Samtens","01.02.2016","Im Keller eines Mehrfamilienhauses, in dem auch geflüchtete Familien wohnen, kam es am Morgen zu einem Feuer. Die Ermittler gehen von Brandstiftung aus und prüfen einen rassistischen Hintergrund der Tat. Wegen der starken Rauchentwicklung wurden zwei Erwachsene und vier geflüchtete Kinder wegen des Verdachts auf Rauchgasvergiftung in Krankenhäuser gebracht.","Polizeiinspektion Stralsund, Nordkurier","http://www.presseportal.de/blaulicht/pm/108767/3240353","http://www.nordkurier.de/mecklenburg-vorpommern/kellerbrand-in-wohnhaus-mit-fluechtlingen-auf-ruegen-0120355502.html","","","Mecklenburg-Vorpommern","Brandanschlag","Feature"
"11.1975049035","49.5832208956","Point","Eckental","01.02.2016","Unbekannte haben einen Farbbeutel auf die Fassade einer geplanten Asylunterkunft geworfen. Es entstand Sachschaden in Höhe von etwa 200 Euro.","Antifaschistische Informations-, Dokumentations- und Archivstelle München e, . V.","https://www.aida-archiv.de/index.php/chronik/5374-1-februar-2016","https://www.aida-archiv.de/index.php/chronik/5374-1-februar-2016","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"12.3809001534","51.3399457916","Point","Leipzig","01.02.2016","Erneut kam es auf der LEGIDA-Demonstration zu gewalttätigen Übergriffen auf Gegendemonstrant_innen und Presse. Die Leipziger Internet Zeitung ","Leipziger Internet Zeitung, Polizei Sachsen","http://www.l-iz.de/leben/gesellschaft/2016/02/legida-videos-einschuechterungsversuche-und-ein-angriff-auf-die-presse-125044","https://www.polizei.sachsen.de/de/MI_2016_40702.htm","","","Sachsen","Kundgebung/Demo","Feature"
"6.75954411808","51.4353164913","Point","Duisburg","01.02.2016","Der örtliche PEGIDA-Ableger demonstrierte mit etwa 450 Teilnehmenden auf dem Bahnhofsvorplatz. Im Vorfeld der Kundgebungen stellte die Polizei bei zwei Teilnehmern der Pegida-Demonstration Quarzhandschuhe, Einhandmesser, Tierabwehrspray und Schlagwerkzeuge sicher. Beide erwartet jetzt laut RP Online ein Ermittlungsverfahren.","RP Online","http://www.rp-online.de/nrw/staedte/duisburg/messer-und-schlagwerkzeug-auf-pegida-demo-sichergestellt-aid-1.5736664","","","","Nordrhein-Westfalen","Kundgebung/Demo","Feature"
"9.21874305302","49.1414453995","Point","Heilbronn","31.01.2016","Unbekannte haben in einem Haus, das unter anderem von Asylsuchenden bewohnt wird, vermutlich Pfefferspray versprüht. Sechs Asylsuchende klagten über Atemwegsbeschwerden und wurden vorsorglich in die umliegenden Kliniken zur weiteren Untersuchung verbracht.","Polizeipräsidium Heilbronn","http://www.presseportal.de/blaulicht/pm/110971/3239192","","","","Baden-Württemberg","Sonstige Angriffe auf Unterkünfte","Feature"
"8.5593868408","52.1392838377","Point","Enger","31.01.2016","Im Stadtteil Pödinghausen haben Unbekannte Hakenkreuze, andere neonazistische Symbole sowie die Parole ""Flüchtlinge raus"" auf eine Fabrik gesprüht. Der Firmeninhaber erfuhr nach der Schmierattacke, dass Gerüchte die Runde gemacht hätten, wonach in den Räumen des Unternehmens Asylsuchende untergebracht werden sollten.","Westfalenblatt","http://m.westfalen-blatt.de/OWL/Lokales/Kreis-Herford/Enger/2255804-Hakenkreuze-an-Wand-der-Firma-Widu-Farben-Menke-gesprueht-Staatsschutz-ermittelt-Hassparolen-verbreitet","","","","Nordrhein-Westfalen","Sonstige Angriffe auf Unterkünfte","Feature"
"6.57422922161","49.6994904626","Point","Konz","31.01.2016","Unbekannte sind auf die Baustelle einer geplanten Asylunterkunft eingedrungen. Der oder die Täter verschütteten Zementsäcke, stießen eine Toilette um und warfen Baumaterialien einen Abhang hinunter.","Volksfreund","http://www.volksfreund.de/nachrichten/region/konz/kurz/Kurz-Vandalismus-auf-Baustelle-fuer-Fluechtlingsunterkunft;art8101,4430874","","","","Rheinland-Pfalz","Sonstige Angriffe auf Unterkünfte","Feature"
"13.3226949517","52.4578917067","Point","Steglitz, Berlin","31.01.2016","In der Nacht forderten zwei angetrunkene Männer einen Fahrgast in der S-Bahn auf, seinen Fahrausweis vorzuzeigen. Als Grund gaben die beiden laut Polizei an, ""dass Flüchtlinge die S-Bahn ohne Fahrausweis nützen dürften und sie der Sache jetzt auf den Grund gehen wollen"". Bei dem angesprochenen Fahrgast handelt es sich laut Polizei um einen syrischen Staatsangehörigen. Der 22-Jährige verwehrte sich gegen die Kontrolle und wollte den Zug am S-Bahnhof Lichterfelde-Ost verlassen. Die Täter hinderten den jungen mann am Aussteigen und bedrängten ihn. Zwei Zeuginnen informierten sofort den Fahrer der S-Bahn. Dieser ließ den S-Bahnzug am Bahnhof stehen und wartete auf die Polizei. Bei der Festnahme griff einer der beiden Männer die Polizisten an, so dass diese ihr Pfefferspray einsetzten. Keiner der Beamten wurde verletzt.","Polizeidirektion Berlin","http://www.presseportal.de/blaulicht/pm/70238/3238889","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"6.5731797846","49.6994065024","Point","Konz","31.01.2016","Unbekannte sind auf die Baustelle einer geplanten Asylunterkunft eingedrungen. Der oder die Täter verschütteten Zementsäcke, stießen eine Toilette um und warfen Baumaterialien einen Abhang hinunter.","Volksfreund","http://www.volksfreund.de/nachrichten/region/konz/kurz/Kurz-Vandalismus-auf-Baustelle-fuer-Fluechtlingsunterkunft;art8101,4430874","","","","Rheinland-Pfalz","Sonstige Angriffe auf Unterkünfte","Feature"
"12.4363919863","51.2901336734","Point","Meusdorf, Leipzig","30.01.2016","Eine Gruppe hat versucht, einen selbst gebauten Sprengsatz vor der Fassade einer zukünftigen Asylunterkunft im Stadtteil Meusdorf zu zünden. Der Bausatz aus Spraydosen, Grillanzünder und Papier verursachte laut Polizei allerdings keinen Schaden.","Stern","http://www.stern.de/news2/vier-fluechtlingsunterkuenfte-in-sachsen-angegriffen-6677516.html","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"12.9261618755","50.8313979964","Point","Chemnitz","30.01.2016","Drei maskierte Unbekannte haben am Samstagabend gegen 22.30 Uhr Steine auf Fenster einer Asylbewerberunterkunft auf der Straßburger Straße geworfen. Dabei wurden mehrere Scheiben beschädigt. Verletzt wurde niemand.","Dresdner Neueste Nachrichten","http://www.dnn.de/Mitteldeutschland/Polizeiticker-Mitteldeutschland/Vermummte-werfen-Steine-auf-Asylbewerberunterkunft","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"14.0196808138","51.1451712349","Point","Großröhrsdorf","30.01.2016","Ein 17-jähriger Asylsuchender wurde in einem Supermarkt von einem Unbekannten beleidigt und ins Gesicht geschlagen.","Sächsische Zeitung","http://www.sz-online.de/sachsen/asylbewerber-angegriffen-jugendliche-bedroht-3312123.html","","","","Sachsen","Tätlicher Übergriff/Körperverletzung","Feature"
"10.0475376869","48.3247278317","Point","Senden","30.01.2016","Zwei Männer fuhren laut Polizei vor einer Asylunterkunft vor, einer stieg mit einem Messer bewaffnet aus, wurde aber von einem Sicherheitsdienst gestoppt, der die Tür geschlossen hielt. Der 44-Jährige warf ein Fahrrad gegen ein abgestelltes Auto. Wie die Polizei bekannt gegeben hat, handelt es sich bei dem Angreifer um ""einen Neu-Ulmer mit osteuropäischem Migrationshintergrund"", der bei seiner Festnahme einen Polizisten verletzte. Gegen ihn wird jetzt unter anderem wegen Bedrohung, Sachbeschädigung, Körperverletzung und Widerstand gegen Vollstreckungsbeamte ermittelt.","Bayerischer Rundfunk","http://www.br.de/nachrichten/schwaben/inhalt/senden-fluechtinge-polizei-angriff-100.html","","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"12.4652941761","51.3096736964","Point","Holzhausen, Leipzig","30.01.2016","In der Nacht zum Samstag drang ein Unbekannter im Stadtteil Holzhausen in eine Asylunterkunft ein. Der Täter verteilte ein Kraftstoffgemisch auf mehreren Etagen und versuchte dies anzuzünden. Das Feuer erlosch jedoch nach Polizeiangaben bereits auf der Fußmatte im Eingangsbereich.","Merkur","http://www.merkur.de/politik/nach-angriffen-fluechtlinge-staatsschutz-ermittelt-zr-6087631.html","","","","Sachsen","Brandanschlag","Feature"
"11.6392362025","52.1307549803","Point","Magdeburg","30.01.2016","Zwei betrunkene Männer attackierten am Abend einen Asylsuchenden und zwei Frauen, die sich gemeinsam mit dem Mann an einer Straßenbahnhaltestelle aufhielten. Die Angreifer beleidigten den Geflüchteten und versuchten mehrfach, ihn zu treten.","Polizeirevier Magdeburg","http://www.presse.sachsen-anhalt.de/index.php?cmd=get&id=875727&identifier=b495e29d25930168c25aece2f557bfa3","","","","Sachsen-Anhalt","Tätlicher Übergriff/Körperverletzung","Feature"
"12.0614137713","54.1556564657","Point","Lichtenhagen, Rostock","30.01.2016","In Rostock-Lichtenhagen demonstrierten Neonazis gegen eine geplante Unterkunft. Der Protest wurde nicht angemeldet und über Facebook beworben. Dem Aufruf folgten jedoch nur etwa 20 Personen. Ein 45-Jähriger griff Journalisten mit einer Bierflasche an. ","Ostsee-Zeitung","http://www.ostsee-zeitung.de/Region-Rostock/Rostock/Rechte-Demonstranten-attackieren-Journalisten","","","","Mecklenburg-Vorpommern","Kundgebung/Demo","Feature"
"12.1733495547","50.4170398147","Point","Oelsnitz","30.01.2016","Unbekannt schoben in der Nacht zum Samstag mehrere Müllcontainer vor einer Asylunterkunft zusammen und steckten diese in Brand. Für die Bewohner der Einrichtung, unbegleitete minderjährige Geflüchtete, bestand den Ermittlern zufolge keine Gefahr. Eine Polizeistreife hatte das Feuer vor der Jugendherberge bemerkt.","Freie Presse","http://www.freiepresse.de/NACHRICHTEN/SACHSEN/Staatsschutz-ermittelt-nach-Angriffen-auf-Asylunterkuenfte-artikel9423976.php","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"12.3518057877","50.8980899733","Point","Schmölln","30.01.2016","An einer Demonstration des Thügida-Ablegers ""Wir lieben Schmölln"" beteiligten sich laut Polizei etwa 450 Personen. Die Polizei erstattete sieben Anzeigen und vier Platzverweise gegen Teilnehmer der Thügida-Versammlung, dabei ging es um Verstoß gegen das Waffengesetz und das Versammlungsgesetz.","Ostthüringer Zeitung","http://www.otz.de/startseite/detail/-/specific/Sieben-Anzeigen-vier-Platzverweise-Thuegida-Demo-in-Schmoelln-mit-450-Teilnehm-1849603199","","","","Thüringen","Kundgebung/Demo","Feature"
"7.64849075647","48.0433001699","Point","Ihringen","30.01.2016","Ein Unbekannter hat einen jugendlichen Asylsuchenden mit Steinen beworfen. Der Angreifer befand sich laut Polizei an einem Bahnsteig nahe des Wohnhauses einer geflüchteten Familie. Als der Jugendliche den Müll aus dem Haus brachte, sei der Angreifer ins Gleisbett gesprungen und habe den jungen Mann mit Schottersteinen beworfen. Dieser flüchtete sich zurück ins Haus. Vermutlich von einem Stein getroffen, zersplitterte ein Glas in der Wohnungstür. Ein Nachbar alamierte die Polizei, den die flüchtigen Täter jedoch nicht stellen konnte. ","SWR","http://www.swr.de/landesschau-aktuell/bw/ihringen-fluechtling-mit-steinen-beworfen/-/id=1622/did=16878232/nid=1622/1fxgnsy/","","","","Baden-Württemberg","Sonstige Angriffe auf Unterkünfte","Feature"
"7.11744174756","49.5394713573","Point","Steinberg-Deckenhardt","30.01.2016","In der Nacht zum Samstag haben mehrere Personen, eine davon mit einem Baseballschläger bewaffnet, die Bewohner einer Flüchtlingsunterkunft bedroht.","St. Wendeler Land Nachrichten","http://wndn.de/maenner-mit-baseballschlaeger-tauchen-vor-fluechtlingsheim-auf/","","","","Saarland","Sonstige Angriffe auf Unterkünfte","Feature"
"14.428018199","51.1819110925","Point","Bautzen","30.01.2016","Am Rande einer Demonstration der Partei ""Die Rechte"" umringte eine Gruppe mutmaßlicher Demonstrationsteilnehmer zwei Asylsuchende und schlug den beiden Männern ins Gesicht.","Sächsische Zeitung","http://www.sz-online.de/sachsen/asylbewerber-angegriffen-jugendliche-bedroht-3312123.html","","","","Sachsen","Kundgebung/Demo","Feature"
"9.51363903442","49.7579134362","Point","Wertheim","30.01.2016","Unbekannte haben einen ""Rauchtopf"", einen frei erhältlichen Feuerwerkskörper, gegen die Fassade einer Asylunterkunft geworfen. Ein Zeuge beobachtete zwei flüchtige Tatverdächtige.","Polizeipräsidium Heilbronn","http://www.presseportal.de/blaulicht/pm/110971/3239976","","","","Baden-Württemberg","Sonstige Angriffe auf Unterkünfte","Feature"
"13.434409434","52.4817117494","Point","Neukölln, Berlin","29.01.2016","Unbekannte haben eine Fensterscheibe im Flur einer Asylunterkunft zerstört. Die Polizei vermutet, dass der Täter mit einer Luftdruckwaffe auf die Scheibe schoss.","Polizei Berlin","https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.439484.php","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"7.73134396458","53.4113671611","Point","Wiesmoor","29.01.2016","Zwei Unbekannte drangen in der Nacht auf das Gelände einer Asylunterkunft ein und riefen laut Polizei ""möglicherweise verfassungsfeindliche Parolen"".","Polizeiinspektion Aurich/Wittmund","http://www.presseportal.de/blaulicht/pm/104233/3238396","","","","Niedersachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"8.37851877039","51.9073867338","Point","Gütersloh","29.01.2016","Am Abend zogen zwei Männer laut Polizei ""laut lärmend"" vor eine Asylunterkunft. Als sie am Fenster einen Bewohner sahen, warfen sie mit einer Bierflasche nach ihm. Die Scheibe splitterte, der Mann blieb jedoch unverletzt. Anschließend schlugen die Täter mit Stangen auf mehrere Fahrräder ein, die vor dem Haus abgestellt worden waren. Die Polizei konnte die beiden Männer in der Nähe des Tatorts stellen. Sie hätten keine Angaben zu ihrem Motiv gemacht, ""nahmen in ihren ersten polizeilichen Vernehmungen jedoch immer wieder Bezug auf die angebliche Vergewaltigung einer 13-Jährigen in Berlin (die nie stattgefunden hat) und machten deutlich, dass sie auf Asylbewerber wütend waren.""","Polizei Gütersloh","http://www.presseportal.de/blaulicht/pm/23127/3239322","","","","Nordrhein-Westfalen","Sonstige Angriffe auf Unterkünfte","Feature"
"12.7279040087","51.2383103019","Point","Grimma","29.01.2016","Unbekannte warfen Steine auf eine Asylunterkunft im Stadtteil Bahren.","Merkur","http://www.merkur.de/politik/nach-angriffen-fluechtlinge-staatsschutz-ermittelt-zr-6087631.html","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"10.3657467897","48.2450933615","Point","Krumbach","29.01.2016","Unbekannte legten laut Polizei über Nacht einen Zettel mit ""verunglimpfenden, in englischer Sprache verfasstem, Inhalt"" vor eine Asylunterkunft.","Polizei Bayern","https://www.polizei.bayern.de/schwaben_sw/news/presse/aktuell/index.html/235481","","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"8.49478736685","48.0623063327","Point","Villingen-Schwenningen","29.01.2016","Unbekannte haben eine Handgranate auf das Gelände einer Asylunterkunft geworfen, in der zurzeit 170 Menschen wohnen. Die Granate zündete jedoch nicht und konnte später vom Entschärfungsdienst des Landeskriminalamtes kontrolliert zerstört werden. Ein Sicherheitsmann soll die Granate in der Nacht auf dem Gelände gefunden und die Polizei alarmiert haben. Es wurde niemand verletzt.","Spiegel online","http://www.spiegel.de/politik/deutschland/villingen-schwenningen-handgranate-auf-fluechtlingsheim-geworfen-a-1074571.html","","","","Baden-Württemberg","Sonstige Angriffe auf Unterkünfte","Feature"
"8.65242898484","49.1057689046","Point","Heidelsheim","29.01.2016","Vier bis fünf junge Männer griffen zwei Asylsuchende an und verletzten sie. Die Angreifer flüchteten unerkannt.","Polizeipräsidium Karlsruhe","http://www.presseportal.de/blaulicht/pm/110972/3238613","","","","Baden-Württemberg","Tätlicher Übergriff/Körperverletzung","Feature"
"13.4345213111","52.4811639033","Point","Neukölln, Berlin","29.01.2016","Unbekannte haben eine Fensterscheibe im Flur einer Asylunterkunft zerstört. Die Polizei vermutet, dass der Täter mit einer Luftdruckwaffe auf die Scheibe schoss.","Polizei Berlin","https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.439484.php","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"12.4513772055","47.778369197","Point","Grassau","28.01.2016","Ein 31-jähriger Asylsuchender wurde am Nachmittag aus einem vorbeifahrenden Auto rassistisch beleidigt. Derselbe Mann habe ihn bereits einige Zeit zuvor rassistisch beleidigt.","Traunsteiner Tagblatt","http://www.traunsteiner-tagblatt.de/home_artikel,-Asylbewerber-mehrfach-beleidigt-_arid,253180.html","","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"13.0588921727","52.4006103549","Point","Potsdam","27.01.2016","Der Fotograf Alexander Fröhlich wurde auf einer POGIDA-Demonstration angegriffen.","Alexander Fröhlich (Video)","https://katch.me/alx_froehlich/v/8acc3ea5-4b61-3e7f-8f60-3acd391bdb83","","","","Brandenburg","Kundgebung/Demo","Feature"
"11.6406684309","52.1311053682","Point","Magdeburg","27.01.2016","Bei einer Demonstration der AfD unter dem Motto ""Demo gegen Politikversagen! Asylchaos beenden! Grenzen sichern!"" wurden Journalisten aus der Menge heraus mit Pfefferspray angegriffen. Zunächst traf es einen Kameramann des ZDF, anschließend einen Sicherheitsmann und einen Techniker des MDR-Filmteams. Alle drei Opfer wurden medizinisch versorgt. Ein mutmaßlicher Täter wurde vorübergehend festgenommen. Der 19-Jährige soll für beide Angriffe verantwortlich sein. Ihn erwartet eine Strafanzeige wegen Körperverletzung.","ZDF","http://www.heute.de/kamerateams-von-mdr-und-zdf-bei-afd-demo-in-magdeburg-angegriffen-42002866.html","","","","Sachsen-Anhalt","Kundgebung/Demo","Feature"
"8.58830638411","48.0877659004","Point","Wiesenbach","27.01.2016","Unbekannte haben in der Nacht zwei mutmaßlich illegale und besonders starke Böller gezündet, einen davon in der Nähe einer Asylunterkunft, weshalb der Staatsschutz ermittelt.","Rhein-Neckar-Zeitung","http://www.rnz.de/nachrichten/region/polizeibericht-region_artikel,-Wiesenbach-Boeller-alarmieren-den-Staatsschutz-_arid,165127.html","","","","Baden-Württemberg","Sonstige Angriffe auf Unterkünfte","Feature"
"8.91085950606","51.9289582996","Point","Melle","27.01.2016","Am Nachmittag waren drei minderjährige Asylsuchende zusammen mit zwei Betreuern in der Stadt unterwegs. Dort wurden sie von drei Männern im Alter zwischen 20 und 40 Jahren angegriffen. Zwei der Asylsuchenden sowie einer der Betreuer wurden durch Faustschläge und Tritte mit dem Knie in die Bauchgegend verletzt. Die drei Tatverdächtigen stellten sich später der Polizei und gaben an, von den Asylsuchenden provoziert worden zu sein. Die Betreuer und weitere Zeugen sagten jedoch gegenüber der Polizei aus, dass die Männer ""sofort handgreiflich"" geworden seien und die Jugendlichen unvermermittelt körperlich angegriffen hätten. Die Polizei ermittelt gegen die drei Angreifer wegen gefährlicher Körperverletzung. ","Osnabrücker Zeitung","http://www.noz.de/lokales/melle/artikel/663484/angriff-auf-meller-fluchtlinge-doch-nur-drei-tater","","","","Nordrhein-Westfalen","Tätlicher Übergriff/Körperverletzung","Feature"
"12.3520522477","50.8980350163","Point","Schmölln","27.01.2016","Etwa 15 Jugendliche haben zwei 19 und 22 Jahre alte Asylsuchende attackiert. Beide wurden verletzt, einer durch Schläge ins Gesicht, der andere bekam eine Bierflasche an den Kopf. Danach kam es vor der Unterkunft für Geflüchtete zu weiteren Auseinandersetzungen zwischen weiteren Asylsuchenden und den jugendlichen Angreifern. Die Polizei konnte die Situation klären. Sie nahm einen der Angreifer vorübergehnd fest und ermittelt nun wegen Landfriedensbruchs und gefährlicher Körperverletzung.","mdr","http://www.mdr.de/thueringen/ost-thueringen/attacke-auf-asylbewerber-schmoelln100.html","","","","Thüringen","Tätlicher Übergriff/Körperverletzung","Feature"
"11.8578380546","52.2707580355","Point","Burg","26.01.2016","Am Abend hat ein 29-Jähriger unvermittelt auf der Straße eine Familie aus Syrien angegriffen und dabei Parolen wie ""Sieg Heil"" und ""Ausländer raus"" gebrüllt. Laut einem Bericht in der ","Volksstimme","http://www.volksstimme.de/article/20160131/ARTIKEL/160139890","","","","Sachsen-Anhalt","Tätlicher Übergriff/Körperverletzung","Feature"
"9.21856499533","49.1431892552","Point","Heilbronn","26.01.2016","Ein Unbekannter zündete am Abend Silvesterkracher vor einer Asylunterkunft und bewarf das Gebäude mit Steinen.","Polizeipräsidium Heilbronn","http://www.presseportal.de/blaulicht/pm/110971/3236074","","","","Baden-Württemberg","Sonstige Angriffe auf Unterkünfte","Feature"
"11.996835788","51.3565582614","Point","Merseburg","26.01.2016","Eine betrunkene 31-jährige Frau hielt am Abend gemeinsam mit einer Begleiterin und ihrem Auto vor einer Asylunterkunft und rief rassistische Parolen.","Mitteldeutsche Zeitung","http://www.mz-web.de/mitteldeutschland/frau-ruft-fremdenfeindliche-sprueche-vor-asylunterkunft,20641266,33623078.html","","","","Sachsen-Anhalt","Sonstige Angriffe auf Unterkünfte","Feature"
